timestamp,api_id,url,status_code,is_up,total_latency_ms,dns_latency_ms,tcp_latency_ms,tls_latency_ms,server_processing_latency_ms,content_download_latency_ms,error_message,url_type
2025-10-31T18:08:15.375878Z,690466917ea85a3109f48ddb,,200,True,407.05,3.66,96.77,206.16,0.2,100.26,,Website
2025-10-31T18:07:14.740466Z,6904ba06903bb6c7908e8c4e,,200,True,294.86,2.88,85.94,115.3,0.63,90.11,,API
2025-10-31T18:07:12.501128Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2233 ms: Could not connect to server')",Unknown
2025-10-31T18:07:10.049047Z,690466917ea85a3109f48ddb,,200,True,1631.96,3.15,93.14,206.28,0.59,1328.8,,Website
2025-10-31T18:06:09.316386Z,6904ba06903bb6c7908e8c4e,,200,True,307.13,3.06,90.22,117.78,0.08,95.98,,API
2025-10-31T18:06:07.071712Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2240 ms: Could not connect to server')",Unknown
2025-10-31T18:06:06.013271Z,690466917ea85a3109f48ddb,,200,True,409.67,3.34,95.36,205.28,0.21,105.48,,Website
2025-10-31T18:06:05.633716Z,69044ea68e2cd2ae4369675f,,200,True,66.57,2.92,17.28,26.01,0.18,20.19,,API
2025-10-31T18:05:04.899778Z,6904ba06903bb6c7908e8c4e,,200,True,296.96,4.61,86.51,112.27,0.17,93.4,,API
2025-10-31T18:05:02.657943Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2234 ms: Could not connect to server')",Unknown
2025-10-31T18:05:01.631262Z,690466917ea85a3109f48ddb,,200,True,404.33,4.72,94.63,205.2,0.21,99.58,,Website
2025-10-31T18:04:01.063791Z,6904ba06903bb6c7908e8c4e,,200,True,198.86,3.25,46.65,73.27,0.66,75.02,,API
2025-10-31T18:03:58.808852Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2249 ms: Could not connect to server')",Unknown
2025-10-31T18:03:57.936407Z,690466917ea85a3109f48ddb,,200,True,436.64,3.6,125.61,175.63,0.24,131.55,,Website
2025-10-31T18:02:56.346301Z,6904ba06903bb6c7908e8c4e,,200,True,186.69,3.62,68.33,68.0,0.67,46.08,,API
2025-10-31T18:02:54.092170Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2247 ms: Could not connect to server')",Unknown
2025-10-31T18:02:52.734101Z,690466917ea85a3109f48ddb,,200,True,760.53,3.87,109.5,387.05,0.22,259.88,,Website
2025-10-31T18:01:51.965030Z,6904ba06903bb6c7908e8c4e,,200,True,337.9,2.74,101.91,121.42,0.13,111.71,,API
2025-10-31T18:01:49.715402Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2242 ms: Could not connect to server')",Unknown
2025-10-31T18:01:48.661672Z,690466917ea85a3109f48ddb,,200,True,452.37,3.56,105.7,233.77,0.21,109.13,,Website
2025-10-31T18:00:46.751017Z,6904ba06903bb6c7908e8c4e,,200,True,683.59,4.22,101.73,113.47,0.16,464.0,,API
2025-10-31T18:00:44.493850Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2248 ms: Could not connect to server')",Unknown
2025-10-31T18:00:43.326585Z,690466917ea85a3109f48ddb,,200,True,590.18,3.42,115.15,360.45,0.21,110.95,,Website
2025-10-31T18:00:42.375129Z,69044ea68e2cd2ae4369675f,,200,True,347.65,3.9,106.13,124.89,0.16,112.56,,API
2025-10-31T17:59:41.842534Z,6904ba06903bb6c7908e8c4e,,200,True,223.84,3.2,90.73,79.37,0.24,50.3,,API
2025-10-31T17:59:39.579742Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2244 ms: Could not connect to server')",Unknown
2025-10-31T17:59:38.227746Z,690466917ea85a3109f48ddb,,200,True,394.78,7.63,80.61,203.97,0.27,102.31,,Website
2025-10-31T17:58:37.251758Z,6904ba06903bb6c7908e8c4e,,200,True,398.37,3.57,192.05,104.67,0.09,97.99,,API
2025-10-31T17:58:34.976307Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2268 ms: Could not connect to server')",Unknown
2025-10-31T17:58:34.033752Z,690466917ea85a3109f48ddb,,200,True,424.79,3.64,102.53,219.51,0.2,98.91,,Website
2025-10-31T17:57:33.286866Z,6904ba06903bb6c7908e8c4e,,200,True,302.57,3.29,99.42,101.71,0.1,98.05,,API
2025-10-31T17:57:31.018210Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2263 ms: Could not connect to server')",Unknown
2025-10-31T17:57:29.888639Z,690466917ea85a3109f48ddb,,200,True,517.97,3.55,199.97,208.49,0.19,105.78,,Website
2025-10-31T17:56:28.510159Z,6904ba06903bb6c7908e8c4e,,200,True,274.89,3.21,93.09,119.34,0.09,59.17,,API
2025-10-31T17:56:26.240672Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2248 ms: Could not connect to server')",Unknown
2025-10-31T17:56:25.262801Z,690466917ea85a3109f48ddb,,200,True,406.12,3.39,95.24,203.58,0.3,103.61,,Website
2025-10-31T17:55:24.545924Z,6904ba06903bb6c7908e8c4e,,200,True,177.55,10.39,53.34,70.34,0.18,43.31,,API
2025-10-31T17:55:22.265428Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2249 ms: Could not connect to server')",Unknown
2025-10-31T17:55:22.011265Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T17:55:21.500193Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T17:45:28.847433Z,6904ba06903bb6c7908e8c4e,,,False,,,,,,,"(6, 'Could not resolve host: api.openweathermap.org')",Unknown
2025-10-31T17:45:26.589610Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2248 ms: Could not connect to server')",Unknown
2025-10-31T17:45:26.254815Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T17:45:25.743900Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T17:43:52.849563Z,6904ba06903bb6c7908e8c4e,,200,True,300.53,2.69,92.61,110.31,0.11,94.81,,API
2025-10-31T17:43:50.618814Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2225 ms: Could not connect to server')",Unknown
2025-10-31T17:43:49.694164Z,690466917ea85a3109f48ddb,,200,True,407.61,3.01,95.26,206.28,0.2,102.85,,Website
2025-10-31T17:42:48.745175Z,6904ba06903bb6c7908e8c4e,,200,True,590.0,3.55,278.87,121.27,0.09,186.21,,API
2025-10-31T17:42:46.513140Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2226 ms: Could not connect to server')",Unknown
2025-10-31T17:42:45.487541Z,690466917ea85a3109f48ddb,,200,True,404.98,3.34,96.36,203.82,0.56,100.89,,Website
2025-10-31T17:41:44.741867Z,6904ba06903bb6c7908e8c4e,,200,True,390.69,2.99,182.03,107.06,0.57,98.05,,API
2025-10-31T17:41:42.513613Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2222 ms: Could not connect to server')",Unknown
2025-10-31T17:41:41.618351Z,690466917ea85a3109f48ddb,,200,True,407.03,2.71,96.68,205.41,0.2,102.03,,Website
2025-10-31T17:40:40.990252Z,6904ba06903bb6c7908e8c4e,,200,True,212.49,4.8,78.78,86.31,0.64,41.95,,API
2025-10-31T17:40:38.725065Z,69048504db729802ac7149e9,,,False,,,,,,,"(7, 'Failed to connect to localhost port 7000 after 2255 ms: Could not connect to server')",Unknown
2025-10-31T17:40:37.795511Z,690466917ea85a3109f48ddb,,200,True,411.66,4.71,96.16,205.02,0.36,105.42,,Website
2025-10-31T17:39:35.846267Z,6904ba06903bb6c7908e8c4e,,200,True,1457.9,3.73,372.1,813.71,0.15,268.21,,API
2025-10-31T17:39:35.634085Z,69048504db729802ac7149e9,,200,True,204.14,0.04,202.19,0,0.22,1.69,,API
2025-10-31T17:39:33.965203Z,690466917ea85a3109f48ddb,,200,True,726.25,3.25,116.91,249.35,0.31,356.43,,Website
2025-10-31T17:39:32.984857Z,69044ea68e2cd2ae4369675f,,200,True,187.98,3.75,20.23,113.58,0.75,49.66,,API
2025-10-31T17:38:31.650598Z,6904ba06903bb6c7908e8c4e,,200,True,474.94,15.98,58.44,310.27,0.65,89.6,,API
2025-10-31T17:38:31.432778Z,69048504db729802ac7149e9,,200,True,210.06,0.04,208.17,0,0.26,1.59,,API
2025-10-31T17:38:27.749547Z,690466917ea85a3109f48ddb,,200,True,2595.8,3.67,74.86,2399.97,0.24,117.05,,Website
2025-10-31T17:37:26.629276Z,6904ba06903bb6c7908e8c4e,,200,True,565.04,3.93,145.76,226.38,0.14,188.82,,API
2025-10-31T17:37:26.409615Z,69048504db729802ac7149e9,,404,False,212.81,0.05,210.69,0,0.19,1.87,,API
2025-10-31T17:37:25.481418Z,690466917ea85a3109f48ddb,,200,True,403.95,4.19,93.82,203.76,0.28,101.9,,Website
2025-10-31T17:36:24.575323Z,6904ba06903bb6c7908e8c4e,,200,True,402.38,3.6,193.11,108.5,0.09,97.08,,API
2025-10-31T17:36:24.350269Z,69048504db729802ac7149e9,,200,True,217.1,0.04,215.12,0,0.24,1.69,,API
2025-10-31T17:36:23.126156Z,690466917ea85a3109f48ddb,,200,True,605.76,2.67,89.28,400.72,0.34,112.76,,Website
2025-10-31T17:35:22.417621Z,6904ba06903bb6c7908e8c4e,,200,True,297.02,4.02,80.28,85.47,0.08,127.17,,API
2025-10-31T17:35:22.191706Z,69048504db729802ac7149e9,,403,False,218.32,0.03,216.55,0,0.23,1.52,,API
2025-10-31T17:35:21.230624Z,690466917ea85a3109f48ddb,,200,True,407.67,4.29,94.41,206.26,0.56,102.16,,Website
2025-10-31T17:34:18.658104Z,6904ba06903bb6c7908e8c4e,,200,True,307.39,59.71,44.36,151.91,0.64,50.77,,API
2025-10-31T17:34:18.410551Z,69048504db729802ac7149e9,,403,False,225.88,0.05,221.09,0,0.55,4.19,,API
2025-10-31T17:34:18.179845Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T17:34:17.535005Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T17:21:55.015863Z,6904ba06903bb6c7908e8c4e,,,False,,,,,,,"(6, 'Could not resolve host: api.openweathermap.org')",Unknown
2025-10-31T17:21:54.790154Z,69048504db729802ac7149e9,,200,True,208.1,0.06,204.58,0,0.4,3.06,,API
2025-10-31T17:21:54.442468Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T17:21:53.675747Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T17:06:25.971049Z,6904ba06903bb6c7908e8c4e,,200,True,260.61,3.09,90.46,70.23,0.61,96.22,,API
2025-10-31T17:06:25.745323Z,69048504db729802ac7149e9,,504,False,214.2,0.03,211.62,0,0.22,2.33,,API
2025-10-31T17:06:24.946358Z,690466917ea85a3109f48ddb,,200,True,348.4,2.58,106.22,159.6,0.23,79.77,,Website
2025-10-31T17:05:24.231586Z,6904ba06903bb6c7908e8c4e,,200,True,301.03,3.05,93.89,106.72,0.11,97.26,,API
2025-10-31T17:05:24.021623Z,69048504db729802ac7149e9,,404,False,203.8,0.04,202.07,0,0.21,1.48,,API
2025-10-31T17:05:23.096545Z,690466917ea85a3109f48ddb,,200,True,406.32,2.71,98.17,199.35,0.2,105.89,,Website
2025-10-31T17:04:22.182205Z,6904ba06903bb6c7908e8c4e,,200,True,301.29,3.79,74.91,125.51,0.66,96.42,,API
2025-10-31T17:04:21.964428Z,69048504db729802ac7149e9,,404,False,210.14,0.05,208.4,0,0.2,1.5,,API
2025-10-31T17:04:20.857607Z,690466917ea85a3109f48ddb,,200,True,405.21,3.14,94.78,204.21,0.32,102.77,,Website
2025-10-31T17:03:18.194059Z,6904ba06903bb6c7908e8c4e,,200,True,1767.82,1373.48,70.97,244.11,0.69,78.57,,API
2025-10-31T17:03:17.974634Z,69048504db729802ac7149e9,,408,False,207.1,0.07,204.85,0,0.26,1.92,,API
2025-10-31T17:03:17.728308Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T17:03:17.148720Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T16:35:12.892748Z,6904ba06903bb6c7908e8c4e,,,False,,,,,,,"(6, 'Could not resolve host: api.openweathermap.org')",Unknown
2025-10-31T16:35:12.664666Z,69048504db729802ac7149e9,,504,False,210.15,0.08,205.96,0,0.38,3.73,,API
2025-10-31T16:35:12.316357Z,690466917ea85a3109f48ddb,,,False,,,,,,,"(6, 'Could not resolve host: kongu.ac.in')",Unknown
2025-10-31T16:35:11.625494Z,69044ea68e2cd2ae4369675f,,,False,,,,,,,"(6, 'Could not resolve host: jsonplaceholder.typicode.com')",Unknown
2025-10-31T16:19:21.165998Z,6904ba06903bb6c7908e8c4e,,200,True,655.74,3.42,71.07,89.09,0.42,491.73,,API
2025-10-31T16:19:20.945073Z,69048504db729802ac7149e9,,408,False,213.73,0.03,212.01,0,0.38,1.3,,API
2025-10-31T16:19:20.260335Z,690466917ea85a3109f48ddb,,200,True,289.19,3.98,66.72,144.87,0.19,73.44,,Website
2025-10-31T16:18:19.614681Z,6904ba06903bb6c7908e8c4e,,200,True,253.41,4.07,79.66,89.17,0.13,80.38,,API
2025-10-31T16:18:19.392283Z,69048504db729802ac7149e9,,401,False,214.47,0.04,212.81,0,0.24,1.39,,API
2025-10-31T16:18:18.699178Z,690466917ea85a3109f48ddb,,200,True,286.29,3.38,67.14,144.08,0.19,71.49,,Website
2025-10-31T16:17:48.379407Z,69044ea68e2cd2ae4369675f,,200,True,68.74,3.19,18.56,24.24,0.18,22.56,,API
2025-10-31T16:17:16.847859Z,6904ba06903bb6c7908e8c4e,,200,True,1220.64,2.46,1071.63,80.23,0.13,66.2,,API
2025-10-31T16:17:16.636604Z,69048504db729802ac7149e9,,400,False,207.04,0.03,205.1,0,0.22,1.7,,API
2025-10-31T16:17:16.018664Z,690466917ea85a3109f48ddb,,200,True,285.13,2.65,67.1,144.03,0.13,71.22,,Website
2025-10-31T16:16:15.264303Z,6904ba06903bb6c7908e8c4e,,200,True,422.72,2.6,75.99,261.75,0.09,82.3,,API
2025-10-31T16:16:15.043927Z,69048504db729802ac7149e9,,429,False,214.67,0.03,213.39,0,0.22,1.02,,API
2025-10-31T16:16:14.305617Z,690466917ea85a3109f48ddb,,200,True,313.74,2.53,74.12,158.46,0.14,78.48,,Website
2025-10-31T16:15:12.545250Z,6904ba06903bb6c7908e8c4e,,200,True,252.63,2.56,74.25,87.96,0.11,87.75,,API
2025-10-31T16:15:12.314737Z,69048504db729802ac7149e9,,404,False,222.67,0.03,217.93,0,0.38,4.34,,API
2025-10-31T16:15:11.672836Z,690466917ea85a3109f48ddb,,200,True,278.24,2.46,65.39,139.34,0.16,70.89,,Website
2025-10-31T16:14:10.745646Z,6904ba06903bb6c7908e8c4e,,200,True,283.17,2.82,95.26,96.73,0.11,88.26,,API
2025-10-31T16:14:10.537551Z,69048504db729802ac7149e9,,500,False,202.41,0.03,201.27,0,0.14,0.97,,API
2025-10-31T16:14:09.748963Z,690466917ea85a3109f48ddb,,200,True,314.26,2.9,74.23,155.65,0.14,81.34,,Website
2025-10-31T16:13:09.157209Z,6904ba06903bb6c7908e8c4e,,200,True,236.49,3.03,84.48,77.42,0.12,71.43,,API
2025-10-31T16:13:08.938902Z,69048504db729802ac7149e9,,403,False,212.27,0.04,210.46,0,0.24,1.53,,API
2025-10-31T16:13:08.236797Z,690466917ea85a3109f48ddb,,200,True,285.39,3.38,66.73,144.93,0.23,70.11,,Website
2025-10-31T16:12:37.931768Z,69044ea68e2cd2ae4369675f,,200,True,73.43,3.47,17.06,29.87,0.24,22.8,,API
2025-10-31T16:12:07.022233Z,6904ba06903bb6c7908e8c4e,,200,True,578.44,3.5,87.79,422.32,0.17,64.66,,API
2025-10-31T16:12:06.805602Z,69048504db729802ac7149e9,,200,True,209.21,0.03,207.39,0,0.19,1.6,,API
2025-10-31T16:12:06.105150Z,690466917ea85a3109f48ddb,,200,True,302.41,3.97,78.35,148.48,0.25,71.35,,Website
2025-10-31T16:11:05.291430Z,6904ba06903bb6c7908e8c4e,,200,True,398.89,3.07,66.88,257.26,0.14,71.54,,API
2025-10-31T16:11:05.071474Z,69048504db729802ac7149e9,,401,False,212.18,0.04,210.44,0,0.26,1.44,,API
2025-10-31T16:11:04.278193Z,690466917ea85a3109f48ddb,,200,True,296.13,3.32,68.31,151.58,0.19,72.73,,Website
2025-10-31T16:10:03.518083Z,6904ba06903bb6c7908e8c4e,,200,True,388.05,3.52,70.35,239.97,0.13,74.08,,API
2025-10-31T16:10:03.289582Z,69048504db729802ac7149e9,,404,False,219.88,0.03,218.0,0,0.37,1.48,,API
2025-10-31T16:10:02.552281Z,690466917ea85a3109f48ddb,,200,True,330.95,4.15,75.19,162.56,0.19,88.87,,Website
2025-10-31T16:09:01.897615Z,6904ba06903bb6c7908e8c4e,,200,True,302.92,3.48,83.08,134.13,0.17,82.06,,API
2025-10-31T16:09:01.686321Z,69048504db729802ac7149e9,,500,False,204.42,0.05,202.66,0,0.22,1.49,,API
2025-10-31T16:09:00.952735Z,690466917ea85a3109f48ddb,,200,True,311.42,3.35,66.62,149.29,0.29,91.86,,Website
2025-10-31T16:07:57.969985Z,6904ba06903bb6c7908e8c4e,,200,True,1430.64,3.25,1080.28,276.66,0.15,70.3,,API
2025-10-31T16:07:57.757233Z,69048504db729802ac7149e9,,408,False,205.3,0.04,203.46,0,0.29,1.51,,API
2025-10-31T16:07:57.041212Z,690466917ea85a3109f48ddb,,200,True,312.66,3.61,73.74,157.59,0.23,77.5,,Website
2025-10-31T16:07:26.719787Z,69044ea68e2cd2ae4369675f,,200,True,72.25,3.47,16.9,27.34,0.18,24.36,,API
2025-10-31T16:06:55.666408Z,6904ba06903bb6c7908e8c4e,,200,True,697.5,3.77,89.63,446.66,0.14,157.3,,API
2025-10-31T16:06:55.453660Z,69048504db729802ac7149e9,,400,False,205.84,0.03,204.02,0,0.32,1.47,,API
2025-10-31T16:06:54.742334Z,690466917ea85a3109f48ddb,,200,True,297.95,3.54,72.03,151.09,0.2,71.1,,Website
2025-10-31T16:05:54.095316Z,6904ba06903bb6c7908e8c4e,,200,True,237.22,4.53,80.87,80.42,0.11,71.28,,API
2025-10-31T16:05:53.870590Z,69048504db729802ac7149e9,,500,False,216.55,0.04,214.64,0,0.26,1.6,,API
2025-10-31T16:05:53.037373Z,690466917ea85a3109f48ddb,,200,True,304.54,3.22,68.14,160.23,0.24,72.71,,Website
